"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ippk",9.68186126762478e-06,0.735225933321454,0.277,0.158,0.184526593899661,"MOL_3","Ippk"
"Cdh20",1.05244153267223e-05,0.335519241117637,0.45,0.334,0.200584831712,"MOL_3","Cdh20"
"Nsmf1",1.05401889317887e-05,0.277335273084355,0.53,0.418,0.200885460850961,"MOL_3","Nsmf"
"Nacc2",1.08560177301916e-05,0.333161951562541,0.586,0.463,0.206904841919721,"MOL_3","Nacc2"
"Zdhhc20",1.17205618954023e-05,0.336843872030731,0.732,0.611,0.223382189164472,"MOL_3","Zdhhc20"
"Dusp3",1.38798880820085e-05,0.356946210612602,0.753,0.642,0.264536786954999,"MOL_3","Dusp3"
"Zfp771",1.44223347723467e-05,0.641785204702102,0.263,0.175,0.274875278426156,"MOL_3","Zfp771"
"Ldlrad4",1.5163318549417e-05,0.264848312092221,0.537,0.425,0.288997688233338,"MOL_3","Ldlrad4"
"Nmral1",1.58778348850231e-05,0.301442441039855,0.721,0.612,0.302615655073656,"MOL_3","Nmral1"
"Kctd3",1.61304862902857e-05,0.52788149869034,0.616,0.468,0.307430938206556,"MOL_3","Kctd3"
"Vamp3",1.76213335121997e-05,0.281584377032941,0.747,0.642,0.335844995409013,"MOL_3","Vamp3"
"Slu7",1.79221834219952e-05,0.42215422352535,0.615,0.477,0.341578893839807,"MOL_3","Slu7"
"Mboat1",1.92965768437327e-05,0.528969242847016,0.417,0.278,0.367773458064702,"MOL_3","Mboat1"
"Sh3glb1",2.15649205133768e-05,0.276256687527798,0.836,0.751,0.411005820064448,"MOL_3","Sh3glb1"
"Trim36",2.2350239323122e-05,0.551971283172328,0.528,0.367,0.425973211259382,"MOL_3","Trim36"
"Ddc",2.4849747458526e-05,0.577003525687916,0.342,0.215,0.473611336812048,"MOL_3","Ddc"
"Stxbp6",2.5828948940627e-05,0.332298989047483,0.598,0.475,0.492273937859409,"MOL_3","Stxbp6"
"Snx1",2.75391347528609e-05,0.289414674574813,0.718,0.619,0.524868369254776,"MOL_3","Snx1"
"Dhcr24",2.75552823876989e-05,0.510622345304706,0.372,0.251,0.525176127027154,"MOL_3","Dhcr24"
"Tmem178b",2.82571041562841e-05,0.317163821040741,0.834,0.744,0.53855214811462,"MOL_3","Tmem178b"
"Dab2ip",3.04199803265891e-05,0.671902282970956,0.259,0.146,0.579774405044462,"MOL_3","Dab2ip"
"Pfn2",3.04869942967669e-05,0.459671530596459,0.545,0.404,0.58105162430208,"MOL_3","Pfn2"
"Jakmip3",3.24998444341761e-05,0.460159587843955,0.362,0.245,0.619414535070962,"MOL_3","Jakmip3"
"Gdpd5",3.32841326934413e-05,0.566032844775281,0.35,0.231,0.634362285004298,"MOL_3","Gdpd5"
"Mtx2",3.6918754033405e-05,0.503909238764702,0.332,0.224,0.703634533122667,"MOL_3","Mtx2"
"Fnta",3.70430068924878e-05,0.3863423158314,0.729,0.606,0.706002668363925,"MOL_3","Fnta"
"Slc25a271",4.69696921019527e-05,0.321384905229732,0.443,0.338,0.895195361771117,"MOL_3","Slc25a27"
"Nipal4",5.2650297393658e-05,0.434071137145078,0.559,0.417,1,"MOL_3","Nipal4"
"Chmp2b",6.82041451044503e-05,0.405105651424652,0.35,0.253,1,"MOL_3","Chmp2b"
"Golga7",8.03746794261702e-05,0.25235370185552,0.879,0.808,1,"MOL_3","Golga7"
"Slc25a1",0.000107234160684111,0.445620053267193,0.387,0.284,1,"MOL_3","Slc25a1"
"Fah",0.000113226170321237,0.486306559987788,0.556,0.409,1,"MOL_3","Fah"
"Scd1",0.00011424875247943,0.335831484042697,0.723,0.597,1,"MOL_3","Scd1"
"Morf4l1",0.000119788206696388,0.256375854751753,0.801,0.705,1,"MOL_3","Morf4l1"
"Actn4",0.000126203994608445,0.355132124307082,0.664,0.54,1,"MOL_3","Actn4"
"Plekhj1",0.000147044679772737,0.411779366298434,0.411,0.296,1,"MOL_3","Plekhj1"
"Hip1r",0.000155424123665268,0.419003639862517,0.504,0.371,1,"MOL_3","Hip1r"
"Ptms",0.000159040288868079,0.514238012211914,0.579,0.438,1,"MOL_3","Ptms"
"Tmem189",0.000190119163905454,0.303258395943531,0.777,0.674,1,"MOL_3","Tmem189"
"Cux1",0.000199213053333255,0.426576743207562,0.437,0.317,1,"MOL_3","Cux1"
"Slc5a3",0.000222048426168663,0.525456573456748,0.419,0.29,1,"MOL_3","Slc5a3"
"Ap1s1",0.000229531191617189,0.360105548326075,0.344,0.254,1,"MOL_3","Ap1s1"
"Hmgcs1",0.000232625716070947,0.469980900934638,0.751,0.637,1,"MOL_3","Hmgcs1"
"Rxylt1",0.000233009572937459,0.321624690496698,0.491,0.381,1,"MOL_3","Rxylt1"
"Bhlhe41",0.000254479965331058,0.36628362820477,0.576,0.454,1,"MOL_3","Bhlhe41"
"U2af1",0.000255376885893251,0.406130043815849,0.443,0.323,1,"MOL_3","U2af1"
"Zfp239",0.000274619865617938,0.560195126125517,0.264,0.169,1,"MOL_3","Zfp239"
"Adk",0.000278535670892924,0.553453386581355,0.267,0.171,1,"MOL_3","Adk"
"Bace1",0.00028148664727851,0.269570979451869,0.603,0.503,1,"MOL_3","Bace1"
"Foxo1",0.000325009826260995,0.307654703319076,0.303,0.223,1,"MOL_3","Foxo1"
"Pam",0.000327160227392451,0.279286572020376,0.274,0.2,1,"MOL_3","Pam"
"Acot1",0.000339285173788972,0.36808210966125,0.349,0.257,1,"MOL_3","Acot1"
"Tmem65",0.000348742588721454,0.345112938404982,0.419,0.323,1,"MOL_3","Tmem65"
"Sorl1",0.000352550710046229,0.281005625064062,0.421,0.316,1,"MOL_3","Sorl1"
"Vat1",0.000404024979441598,0.612510743794227,0.33,0.217,1,"MOL_3","Vat1"
"Rab9",0.000540240321688032,0.29103785516581,0.464,0.368,1,"MOL_3","Rab9"
"Wrn",0.000550693312149405,0.470650885828044,0.264,0.174,1,"MOL_3","Wrn"
"Cdk5rap2",0.000593408538837426,0.350981489315865,0.414,0.304,1,"MOL_3","Cdk5rap2"
"Map1b",0.000613529831194176,0.539967500116817,0.365,0.246,1,"MOL_3","Map1b"
"Apbb2",0.000619121244795225,0.484325980591509,0.451,0.322,1,"MOL_3","Apbb2"
"Pcyt1b",0.00068274136558603,0.544474961852011,0.32,0.21,1,"MOL_3","Pcyt1b"
"Sqle",0.000705437018513,0.740021241720983,0.34,0.214,1,"MOL_3","Sqle"
"Piga",0.000836345057008228,0.381741222044048,0.427,0.315,1,"MOL_3","Piga"
"Far1",0.000837485330951585,0.364609480174582,0.603,0.482,1,"MOL_3","Far1"
"Pwwp3a",0.000872481764734093,0.250870698316041,0.263,0.2,1,"MOL_3","Pwwp3a"
"Rala",0.000919962871383364,0.277201355877468,0.418,0.337,1,"MOL_3","Rala"
"Zfp462",0.000993600910508522,0.355233577666585,0.278,0.194,1,"MOL_3","Zfp462"
"Hmox2",0.00100105189001902,0.318616452932501,0.752,0.647,1,"MOL_3","Hmox2"
"Chst12",0.00104279885742212,0.55982925574303,0.262,0.163,1,"MOL_3","Chst12"
"Get4",0.00114078127712904,0.294835423046214,0.525,0.417,1,"MOL_3","Get4"
"Pea15a",0.00115573093335253,0.298085187812194,0.825,0.742,1,"MOL_3","Pea15a"
"Ago1",0.00118380856895542,0.360594451666827,0.479,0.363,1,"MOL_3","Ago1"
"Smox",0.00120509398863235,0.524849962308047,0.37,0.247,1,"MOL_3","Smox"
"Snrpn",0.00125568455862688,0.37547763263801,0.677,0.545,1,"MOL_3","Snrpn"
"Sparc",0.00141383433105854,0.525040528835846,0.319,0.213,1,"MOL_3","Sparc"
"Mocs2",0.00142111366217775,0.2620150683287,0.322,0.25,1,"MOL_3","Mocs2"
"Twf1",0.00148617408146989,0.279201595513772,0.522,0.428,1,"MOL_3","Twf1"
"Rnf112",0.00155013963747955,0.557466621246193,0.274,0.169,1,"MOL_3","Rnf112"
"Gpd2",0.00156068451763482,0.8933340653937,0.278,0.149,1,"MOL_3","Gpd2"
"Phactr1",0.00170327670629026,0.327489143094022,0.611,0.49,1,"MOL_3","Phactr1"
"Etv1",0.00172533194509249,0.290494023552382,0.336,0.255,1,"MOL_3","Etv1"
"Grhpr",0.00175354794271956,0.464181024301016,0.47,0.345,1,"MOL_3","Grhpr"
"Snx18",0.00194658096341426,0.396274420457048,0.348,0.251,1,"MOL_3","Snx18"
"Lancl1",0.00197469323856662,0.28758050050715,0.427,0.342,1,"MOL_3","Lancl1"
"Zfp60",0.00204006538750651,0.437558986898366,0.272,0.185,1,"MOL_3","Zfp60"
"Qsox1",0.0020798037653647,0.559619865706861,0.29,0.188,1,"MOL_3","Qsox1"
"Cmpk1",0.00226192051152101,0.323077498982541,0.313,0.234,1,"MOL_3","Cmpk1"
"Pdk2",0.00239455169456943,0.33599492339282,0.372,0.284,1,"MOL_3","Pdk2"
"Abcg1",0.00247645632024615,0.257538293900613,0.5,0.397,1,"MOL_3","Abcg1"
"Rassf8",0.00252103942449208,0.294715788768844,0.663,0.552,1,"MOL_3","Rassf8"
"Jak2",0.00259434227279852,0.258908967162639,0.453,0.356,1,"MOL_3","Jak2"
"S100a13",0.00271230377002281,0.377447402219909,0.537,0.415,1,"MOL_3","S100a13"
"Arl4d",0.00278004392024722,0.359991828269606,0.377,0.275,1,"MOL_3","Arl4d"
"Enpp1",0.00286938940210617,0.38793606060617,0.269,0.191,1,"MOL_3","Enpp1"
"Acsl1",0.00301942029530865,0.264553591563781,0.434,0.343,1,"MOL_3","Acsl1"
"Tacc1",0.003082657676129,0.368382745612614,0.38,0.281,1,"MOL_3","Tacc1"
"Rnf167",0.00308604794767927,0.290676695685369,0.49,0.389,1,"MOL_3","Rnf167"
"Faim",0.00349304271676292,0.404587083565,0.495,0.368,1,"MOL_3","Faim"
"Epdr1",0.00354482120036062,0.466262145371955,0.34,0.227,1,"MOL_3","Epdr1"
"Ankrd13a",0.00362702212002892,0.267744912540929,0.798,0.7,1,"MOL_3","Ankrd13a"
"Paics",0.00452307587874251,0.256089827304468,0.304,0.241,1,"MOL_3","Paics"
"Itgav",0.00467938809618118,0.254406094064291,0.572,0.475,1,"MOL_3","Itgav"
"Mfsd14a",0.00569647601971219,0.420042582127599,0.409,0.296,1,"MOL_3","Mfsd14a"
"Elovl7",0.00600815172854001,0.255036385343042,0.764,0.674,1,"MOL_3","Elovl7"
"Nudt3",0.00613949564169344,0.254031267831353,0.718,0.619,1,"MOL_3","Nudt3"
"Slc1a3",0.00670906933907718,0.357290085538009,0.449,0.333,1,"MOL_3","Slc1a3"
"Ldlrad3",0.00684352678363427,0.301271055211495,0.575,0.458,1,"MOL_3","Ldlrad3"
"Txnip",0.0068606211545081,0.519847102795314,0.318,0.207,1,"MOL_3","Txnip"
"Usp25",0.00756816026601043,0.311487441733914,0.499,0.39,1,"MOL_3","Usp25"
"Endod1",0.00776176917748387,0.279499055427155,0.785,0.693,1,"MOL_3","Endod1"
"St3gal5",0.00788810510094254,0.439715027370834,0.253,0.168,1,"MOL_3","St3gal5"
"Grb14",0.00813366191287328,0.428995020843298,0.515,0.378,1,"MOL_3","Grb14"
"Samd8",0.00818045331405594,0.301053980770613,0.524,0.419,1,"MOL_3","Samd8"
"Nfib",0.00819600218536656,0.335399877679578,0.38,0.283,1,"MOL_3","Nfib"
"Sash1",0.00823220979757909,0.314790210824489,0.569,0.453,1,"MOL_3","Sash1"
"Mthfd2",0.00835128749342725,0.496639419844642,0.322,0.219,1,"MOL_3","Mthfd2"
"Ppip5k2",0.00862357386539209,0.336150047703931,0.269,0.195,1,"MOL_3","Ppip5k2"
"Aamdc",0.00892704494521805,0.375349871401954,0.399,0.298,1,"MOL_3","Aamdc"
"Kctd4",0.00923306774965293,0.414508020238475,0.464,0.343,1,"MOL_3","Kctd4"
"Pcmt1",0.00965895036059471,0.256488041082681,0.451,0.365,1,"MOL_3","Pcmt1"
"Pon2",0.00991809997970217,0.279603852010846,0.412,0.314,1,"MOL_3","Pon2"
"Ptgds1",3.3378729948456e-54,1.09553944075744,0.999,0.916,6.36165214087623e-50,"MOL_4","Ptgds"
"Qdpr",8.56633722534192e-33,0.435218470951076,1,0.993,1.63265821177792e-28,"MOL_4","Qdpr"
"Glul",1.33315080835108e-26,0.767907311056264,0.989,0.943,2.54085212563633e-22,"MOL_4","Glul"
"Hcn21",3.48041652309508e-23,1.31219108865145,0.795,0.532,6.63332585136691e-19,"MOL_4","Hcn2"
"Apoe1",4.93166815548592e-22,0.511011595479737,0.982,0.942,9.39926633754062e-18,"MOL_4","Apoe"
"Pex5l1",1.92313413203149e-21,0.637013566067015,0.973,0.895,3.66530134223881e-17,"MOL_4","Pex5l"
"Ogdhl1",3.83845477548453e-19,1.83666635829056,0.391,0.14,7.31571095659596e-15,"MOL_4","Ogdhl"
"Atp1b3",1.70034242486389e-14,0.377611326097202,0.961,0.924,3.24068262754809e-10,"MOL_4","Atp1b3"
"Eid1",2.58978625109111e-13,0.41218465996416,0.862,0.764,4.93587361595454e-09,"MOL_4","Eid1"
"Csrp1",5.36978434887521e-13,0.329796039668405,0.997,0.981,1.02342719905213e-08,"MOL_4","Csrp1"
"Fam13c",4.52557541611852e-12,1.15197173759607,0.459,0.236,8.62529418558029e-08,"MOL_4","Fam13c"
"Sec11c",2.03594425224434e-11,0.370968666532964,0.966,0.923,3.88030615035249e-07,"MOL_4","Sec11c"
"Eef1a1",2.42476740873922e-11,0.295706300886863,0.99,0.953,4.62136420431607e-07,"MOL_4","Eef1a1"
"Eml1",1.35561182890705e-10,0.730861458699928,0.687,0.507,2.58366058471395e-06,"MOL_4","Eml1"
"Slc38a21",2.41469006338458e-09,0.45542092399984,0.915,0.852,4.60215779180466e-05,"MOL_4","Slc38a2"
"S100a1",1.26088152612039e-08,0.751230639634191,0.573,0.435,0.000240311410063285,"MOL_4","S100a1"
"Ckb1",3.20337629482106e-08,0.274575134415627,0.874,0.812,0.000610531488029945,"MOL_4","Ckb"
"Fabp5",6.90344608250634e-08,0.626339739510109,0.824,0.693,0.00131572778886488,"MOL_4","Fabp5"
"Cd63",6.90512431131829e-08,0.54992772635456,0.759,0.606,0.00131604764249415,"MOL_4","Cd63"
"S100a16",1.36590581442754e-07,0.40666011069627,0.94,0.865,0.00260327989171745,"MOL_4","S100a16"
"Sept81",1.68377423592609e-07,0.306979887167468,0.983,0.954,0.00320910531625153,"MOL_4","Sept8"
"Kcnj101",2.40412485354587e-07,0.268798896370539,0.908,0.864,0.00458202155837308,"MOL_4","Kcnj10"
"Dynll1",4.34193139945693e-07,0.280259945968215,0.696,0.613,0.00827528705422496,"MOL_4","Dynll1"
"Prex1",6.10865826953188e-07,0.36427178115873,0.679,0.574,0.0116424917959008,"MOL_4","Prex1"
"Tmod11",2.16041388329599e-06,0.400162301773781,0.832,0.728,0.0411753282017382,"MOL_4","Tmod1"
"Phlda11",2.20875210505155e-06,0.590094748439074,0.26,0.172,0.0420966063701774,"MOL_4","Phlda1"
"Mt1",4.37671541039809e-06,0.398425422301243,0.694,0.558,0.0834158190067772,"MOL_4","Mt1"
"Aebp11",4.5797713708292e-06,0.725072453047125,0.394,0.247,0.0872858625566337,"MOL_4","Aebp1"
"Cerk",4.77377669638313e-06,0.590737185462052,0.494,0.353,0.0909834100563661,"MOL_4","Cerk"
"Dbi",5.18540900819986e-06,0.290056763152968,0.888,0.813,0.0988287102872812,"MOL_4","Dbi"
"Gng111",7.01010052243166e-06,0.332071674162039,0.83,0.724,0.133605505857025,"MOL_4","Gng11"
"Slc4a2",2.42179403830665e-05,0.386875462812925,0.723,0.631,0.461569725760865,"MOL_4","Slc4a2"
"Fbxo2",3.22450542227528e-05,0.490428912046729,0.533,0.417,0.614558488431446,"MOL_4","Fbxo2"
"Car14",4.7558817136035e-05,0.329602791845356,0.743,0.66,0.90642349579569,"MOL_4","Car14"
"Phyhipl",6.14620880253827e-05,0.251940802482472,0.88,0.806,1,"MOL_4","Phyhipl"
"Spock11",0.000120841652342623,0.453946272747649,0.764,0.645,1,"MOL_4","Spock1"
"Gabarapl1",0.000132481701451088,0.284695496792867,0.712,0.627,1,"MOL_4","Gabarapl1"
"Fscn1",0.000311682966853272,0.485574579213166,0.849,0.751,1,"MOL_4","Fscn1"
"Spry2",0.000348396382082097,0.561188617860222,0.251,0.177,1,"MOL_4","Spry2"
"Pcolce2",0.000591583591690961,0.452076042750245,0.44,0.337,1,"MOL_4","Pcolce2"
"Timp21",0.000709138347312743,0.305732146882252,0.678,0.588,1,"MOL_4","Timp2"
"Spred1",0.000711319808739488,0.319562406784158,0.755,0.676,1,"MOL_4","Spred1"
"Sytl2",0.000980403706889513,0.259704629559992,0.671,0.597,1,"MOL_4","Sytl2"
"Npc2",0.00110920603266026,0.262479232233149,0.699,0.632,1,"MOL_4","Npc2"
"Efemp11",0.00119633345250889,0.306156812366267,0.273,0.193,1,"MOL_4","Efemp1"
"Zfp488",0.00150705935235788,0.616350391109589,0.254,0.173,1,"MOL_4","Zfp488"
"Hebp11",0.00159390211843356,0.34147927529443,0.534,0.433,1,"MOL_4","Hebp1"
"Txndc17",0.00186790700665766,0.270107732462524,0.412,0.363,1,"MOL_4","Txndc17"
"Vat11",0.00242931152282605,0.41996385647862,0.305,0.243,1,"MOL_4","Vat1"
"Glrb",0.00284717162737801,0.324313850887016,0.84,0.773,1,"MOL_4","Glrb"
"Olig2",0.00331016134594508,0.263699333189349,0.816,0.75,1,"MOL_4","Olig2"
"Lhfpl21",0.00342977028330227,0.920516096275447,0.276,0.144,1,"MOL_4","Lhfpl2"
"Cavin3",0.0035511270713644,0.311021425084222,0.575,0.495,1,"MOL_4","Cavin3"
"Aldh3b1",0.00620462827080452,0.323140412766671,0.289,0.236,1,"MOL_4","Aldh3b1"
"Scd3",0.0073506202204427,0.386141868953554,0.255,0.198,1,"MOL_4","Scd3"
"Cdr2l",0.00748125974475438,0.267059151983957,0.582,0.504,1,"MOL_4","Cdr2l"
"Pmp221",0.00765705192864847,0.284923112375147,0.636,0.546,1,"MOL_4","Pmp22"
"Cyp2j6",0.00778637714990051,0.666379221357245,0.283,0.177,1,"MOL_4","Cyp2j6"
"Bri3",0.00803272486718525,0.270278420164092,0.474,0.409,1,"MOL_4","Bri3"
"Ttll5",0.00827142989715106,0.256736102299121,0.516,0.441,1,"MOL_4","Ttll5"
"Rasal12",0.00861258869220898,0.349857738440398,0.406,0.306,1,"MOL_4","Rasal1"
"Rapgef31",0.00912503624134393,0.422277928455101,0.293,0.221,1,"MOL_4","Rapgef3"
"Sparc1",5.63116462249403e-30,0.921853608063256,0.481,0.246,1.07324366540114e-25,"MOL_5","Sparc"
"Gng10",5.27998041668261e-14,1.28097911115139,0.316,0.135,1.00631146761554e-09,"MOL_5","Gng10"
"Hexa",2.83402493201351e-13,0.783248630479308,0.449,0.278,5.40136811792455e-09,"MOL_5","Hexa"
"Itgb51",6.37182548261737e-11,0.376149854907653,0.316,0.223,1.21440621873204e-06,"MOL_5","Itgb5"
"Ctsd",1.11620711702399e-10,0.264865936212103,0.39,0.318,2.12737914433602e-06,"MOL_5","Ctsd"
"Fau",2.6006755081317e-10,0.636869036962501,0.749,0.566,4.9566274509482e-06,"MOL_5","Fau"
"Cyfip1",1.47857531546413e-08,0.595458239213344,0.449,0.286,0.000281801669374309,"MOL_5","Cyfip1"
"Msn1",2.77014277894951e-08,0.469991129742057,0.257,0.173,0.000527961512239987,"MOL_5","Msn"
"Grn",1.12961172092998e-07,0.305349841236818,0.385,0.296,0.00215292697892044,"MOL_5","Grn"
"Ptgds2",5.42218728632202e-06,0.751836370840953,0.984,0.93,0.103341467490011,"MOL_5","Ptgds"
"Tbc1d9b",5.97366334511744e-06,0.401875102988119,0.444,0.33,0.113852049694593,"MOL_5","Tbc1d9b"
"Apod1",1.87813824221736e-05,1.40531790262396,0.989,0.994,0.357954367584207,"MOL_5","Apod"
"Erp29",4.19025485378096e-05,0.711556035891337,0.449,0.332,0.798620672582113,"MOL_5","Erp29"
"Mlec",0.000154649668301465,0.56726699875463,0.551,0.441,1,"MOL_5","Mlec"
"Pabpc1",0.000320695096930845,0.855367619754723,0.257,0.175,1,"MOL_5","Pabpc1"
"Timp22",0.000340775428048101,0.380350047557386,0.717,0.602,1,"MOL_5","Timp2"
"Man2b2",0.000654966457786017,0.636625156210373,0.262,0.167,1,"MOL_5","Man2b2"
"Cpsf7",0.000827032580706551,0.363691385746355,0.342,0.306,1,"MOL_5","Cpsf7"
"Il331",0.000842266273474552,0.260394475578058,0.941,0.9,1,"MOL_5","Il33"
"Slc25a3",0.00101765428665227,0.336175815615804,0.471,0.387,1,"MOL_5","Slc25a3"
"Dbnl",0.00108963272770409,0.569249011750129,0.487,0.377,1,"MOL_5","Dbnl"
"Ppp1r9b",0.00142782064887057,0.365942555539913,0.572,0.506,1,"MOL_5","Ppp1r9b"
"Clta",0.00148994350350405,0.261214750700479,0.717,0.637,1,"MOL_5","Clta"
"Ctsz",0.00168753724582789,0.338251664766132,0.46,0.357,1,"MOL_5","Ctsz"
"Ulk2",0.00198346740652039,0.404874878866122,0.487,0.412,1,"MOL_5","Ulk2"
"Ube2z",0.00199425192775809,0.360924469759858,0.337,0.264,1,"MOL_5","Ube2z"
"Yif1a",0.00217336099170515,0.457374979583365,0.433,0.374,1,"MOL_5","Yif1a"
"Sptssa",0.00241959892101311,0.348604115331935,0.503,0.453,1,"MOL_5","Sptssa"
"Map1lc3a",0.00265596394119505,0.434615000149619,0.572,0.515,1,"MOL_5","Map1lc3a"
"Tcn2",0.00270431078353678,0.317270902634952,0.401,0.288,1,"MOL_5","Tcn2"
"Hnrnpm",0.00275922385887616,0.337618602309096,0.61,0.532,1,"MOL_5","Hnrnpm"
"Rraga",0.00279357967774255,0.332772703766237,0.529,0.455,1,"MOL_5","Rraga"
"Hnrnpul1",0.00296675193081738,0.47636670129911,0.631,0.532,1,"MOL_5","Hnrnpul1"
"Rack1",0.00311747885569331,0.464862917232002,0.422,0.336,1,"MOL_5","Rack1"
"Tpt1",0.00353093148517787,0.27182635212532,0.925,0.897,1,"MOL_5","Tpt1"
"Phf5a",0.00434918102541114,0.534221144136113,0.321,0.269,1,"MOL_5","Phf5a"
"Gns",0.00445458757565502,0.280688404694292,0.374,0.289,1,"MOL_5","Gns"
"Mapkapk2",0.00465594336913901,0.566649825588986,0.364,0.275,1,"MOL_5","Mapkapk2"
"Vps28",0.00469773563800866,0.453142166784641,0.465,0.404,1,"MOL_5","Vps28"
"Zfp106",0.00479251628932244,0.295261677992872,0.39,0.296,1,"MOL_5","Zfp106"
"Tmem256",0.00507600493305474,0.401439204194007,0.545,0.486,1,"MOL_5","Tmem256"
"Hax1",0.00514506811142501,0.421224146775349,0.321,0.257,1,"MOL_5","Hax1"
"Ptk21",0.00542501486768643,0.297351389408837,0.348,0.273,1,"MOL_5","Ptk2"
"Cab39",0.0056266934882168,0.399145331177608,0.583,0.517,1,"MOL_5","Cab39"
"Gapvd1",0.00616367620475668,0.400976102435525,0.46,0.407,1,"MOL_5","Gapvd1"
"Aagab",0.00621576861268687,0.519201437359148,0.273,0.205,1,"MOL_5","Aagab"
"Arid1a",0.0066259124069069,0.396619702581545,0.348,0.272,1,"MOL_5","Arid1a"
"Txn1",0.00684869678634874,0.476674730745173,0.251,0.183,1,"MOL_5","Txn1"
"Arsb1",0.00697840424147433,0.48313124616978,0.46,0.338,1,"MOL_5","Arsb"
"Tm2d2",0.00742623303131139,0.500348108411337,0.508,0.424,1,"MOL_5","Tm2d2"
"Atp6v1c1",0.0078321762527268,0.535080414234945,0.374,0.299,1,"MOL_5","Atp6v1c1"
"Tma7",0.00796058099985801,0.468945277990789,0.417,0.366,1,"MOL_5","Tma7"
"Unk",0.00825015267402573,0.579519694635011,0.278,0.222,1,"MOL_5","Unk"
"Creg1",0.00877885216433274,0.392439617884998,0.257,0.167,1,"MOL_5","Creg1"
"Asah1",0.00970696094382641,0.364983157366666,0.278,0.205,1,"MOL_5","Asah1"
"Foxo11",0.00971597750975835,0.49770707466555,0.294,0.249,1,"MOL_5","Foxo1"
"Slc1a2",8.34920201136492e-49,2.09403519156221,0.472,0.182,1.59127441134604e-44,"MOL_6","Slc1a2"
"Aldoc",2.92663575714072e-35,1.6675540493986,0.331,0.147,5.57787508953451e-31,"MOL_6","Aldoc"
"Mt3",3.41908910530958e-30,1.20982457912478,0.274,0.128,6.51644192580952e-26,"MOL_6","Mt3"
"Cpe",2.3945685926817e-25,1.47065486715758,0.468,0.205,4.56380828079206e-21,"MOL_6","Cpe"
"Tspan7",1.02958120668818e-20,0.695061389911841,0.777,0.618,1.96227882182699e-16,"MOL_6","Tspan7"
"Ttyh12",8.51843041742532e-13,0.680032492173354,0.672,0.496,1.62352765325709e-08,"MOL_6","Ttyh1"
"Mt2",1.64489788840524e-11,0.902557906978621,0.25,0.127,3.13501088551155e-07,"MOL_6","Mt2"
"Dbi1",3.91640329114048e-10,0.362046728016087,0.89,0.823,7.46427303258465e-06,"MOL_6","Dbi"
"Mt11",5.48435167053736e-10,0.530022755078512,0.732,0.574,1.04526258488772e-05,"MOL_6","Mt1"
"Ptgds3",7.88293282557159e-10,0.445786335023461,0.989,0.927,1.50240816722569e-05,"MOL_6","Ptgds"
"Ndrg2",1.10813378378521e-07,0.681331713798416,0.647,0.486,0.00211199217851624,"MOL_6","Ndrg2"
"Scg3",1.40354600265527e-07,0.818854547191343,0.323,0.202,0.00267501832646068,"MOL_6","Scg3"
"Apoe2",4.45419294193792e-07,0.577184896899399,0.979,0.947,0.00848924632803948,"MOL_6","Apoe"
"Il332",9.89661095047376e-07,0.27667189718104,0.949,0.898,0.0188619508105079,"MOL_6","Il33"
"Slc1a31",1.01050193716993e-06,0.555894406816615,0.47,0.366,0.0192591564205218,"MOL_6","Slc1a3"
"Plpp3",1.69377022878295e-06,0.435740923069451,0.488,0.381,0.0322815667903742,"MOL_6","Plpp3"
"Glul1",1.78078673427265e-06,0.276455471047602,0.965,0.95,0.0339400143685025,"MOL_6","Glul"
"Ctso",9.71583697611257e-06,0.31778200701258,0.346,0.288,0.18517413692773,"MOL_6","Ctso"
"Pygb",1.02651321091675e-05,0.719971814141067,0.319,0.208,0.195643152868623,"MOL_6","Pygb"
"Gstm5",4.93153665673328e-05,0.370140408715101,0.592,0.528,0.939901571406795,"MOL_6","Gstm5"
"Ckb2",7.726155390371e-05,0.297287388975312,0.862,0.821,1,"MOL_6","Ckb"
"Cd631",8.81731418241556e-05,0.294803197590032,0.712,0.628,1,"MOL_6","Cd63"
"Zfp4881",0.000283047222419935,0.631707020311458,0.275,0.182,1,"MOL_6","Zfp488"
"Rcn2",0.000393966730772036,0.608939052903628,0.3,0.216,1,"MOL_6","Rcn2"
"Arhgap5",0.000415233546787952,0.264444115488012,0.448,0.408,1,"MOL_6","Arhgap5"
"Fads1",0.000602925487527827,0.491153554735538,0.34,0.262,1,"MOL_6","Fads1"
"Abhd3",0.000655599557010328,0.617196334758436,0.255,0.185,1,"MOL_6","Abhd3"
"Phactr31",0.000667385271718803,0.344385656420963,0.557,0.48,1,"MOL_6","Phactr3"
"Mtss2",0.00071256720080391,0.431926674391972,0.343,0.288,1,"MOL_6","Mtss2"
"Ubxn1",0.000807876720235784,0.263382518655982,0.55,0.504,1,"MOL_6","Ubxn1"
"Aimp1",0.000986766384989233,0.253298913908163,0.277,0.251,1,"MOL_6","Aimp1"
"Anapc13",0.00112954105033066,0.355454832535378,0.34,0.296,1,"MOL_6","Anapc13"
"Atp5mpl",0.00115303413785371,0.327364815613298,0.296,0.256,1,"MOL_6","Atp5mpl"
"Ndufa11",0.00160569804146816,0.371501457533104,0.3,0.258,1,"MOL_6","Ndufa11"
