"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Apc1",0.00812065001717681,0.359744094735399,0.525,0.434,1,"Microglia_2","Apc"
"Myo18b1",0.00886177164896491,0.419477408753732,0.407,0.333,1,"Microglia_2","Myo18b"
"Mafk",0.00904134844826939,0.255574122713188,0.268,0.198,1,"Microglia_2","Mafk"
"Dnm21",0.00940301942648341,0.268034840387021,0.714,0.66,1,"Microglia_2","Dnm2"
"P2ry121",2.01250759666917e-13,0.334550168273107,0.969,0.987,3.83563822849178e-09,"Microglia_3","P2ry12"
"P2ry131",2.08044144923116e-12,0.39442177396707,0.929,0.957,3.96511335808967e-08,"Microglia_3","P2ry13"
"Slc1a31",3.46291258000224e-12,0.849194163378427,0.421,0.388,6.59996508622627e-08,"Microglia_3","Slc1a3"
"Ifngr11",2.85940344021726e-07,0.298963495311213,0.879,0.923,0.00544973701671008,"Microglia_3","Ifngr1"
"Hspa1b1",1.03900243528312e-06,0.951196290775653,0.464,0.34,0.0198023474140609,"Microglia_3","Hspa1b"
"Slco2b11",2.45803233195909e-06,0.281942719191842,0.926,0.973,0.0468476382148083,"Microglia_3","Slco2b1"
"Sall11",4.82452988623707e-06,0.281428918306236,0.91,0.95,0.0919507151017923,"Microglia_3","Sall1"
"Stab11",2.07540563913859e-05,0.642146243545528,0.523,0.48,0.395551560763425,"Microglia_3","Stab1"
"Adap21",0.000193370133558912,0.283620973956837,0.879,0.93,1,"Microglia_3","Adap2"
"Tspan3",0.000314839377638909,0.339351718177519,0.653,0.647,1,"Microglia_3","Tspan3"
"Srrm2",0.000390598383179851,0.358756413973553,0.638,0.634,1,"Microglia_3","Srrm2"
"Pygb1",0.000436425785718327,0.766052896127861,0.316,0.261,1,"Microglia_3","Pygb"
"Fchsd21",0.000479068517890248,0.349202682322519,0.755,0.776,1,"Microglia_3","Fchsd2"
"Pnisr",0.000985512668203619,0.565249966255939,0.533,0.492,1,"Microglia_3","Pnisr"
"Ldhb1",0.00111200970263548,0.296880623803486,0.851,0.846,1,"Microglia_3","Ldhb"
"Gpr1651",0.0016501661444279,0.634726309081096,0.489,0.444,1,"Microglia_3","Gpr165"
"Mgll1",0.00237526600938446,0.804534878292253,0.378,0.309,1,"Microglia_3","Mgll"
"Tmem59",0.00277490461287403,0.386571031348264,0.718,0.743,1,"Microglia_3","Tmem59"
"Tmbim6",0.00324702632564854,0.370720374496976,0.78,0.805,1,"Microglia_3","Tmbim6"
"Mapk141",0.00355708705635691,0.380899152773761,0.697,0.698,1,"Microglia_3","Mapk14"
"Glud11",0.00411551846291021,0.649345867453362,0.533,0.546,1,"Microglia_3","Glud1"
"Ahcyl11",0.00420082235484109,0.459043499545776,0.381,0.354,1,"Microglia_3","Ahcyl1"
"Fry1",0.00420933235844965,0.49078048956493,0.276,0.255,1,"Microglia_3","Fry"
"Ccnt2",0.00471267185229735,0.530961177720313,0.372,0.344,1,"Microglia_3","Ccnt2"
"Pwwp2a1",0.00472099684856592,0.448730906866062,0.65,0.662,1,"Microglia_3","Pwwp2a"
"Qrich1",0.00603173461902137,0.360528341362866,0.486,0.469,1,"Microglia_3","Qrich1"
"Tifab1",0.00629877202567506,0.411457901035948,0.579,0.586,1,"Microglia_3","Tifab"
"Sema4b2",0.00661439622840602,0.566033110913367,0.307,0.253,1,"Microglia_3","Sema4b"
"Exosc5",0.00669949147179551,0.635360245485848,0.251,0.23,1,"Microglia_3","Exosc5"
"Slc2a51",0.00771021075621849,0.328294200779608,0.824,0.833,1,"Microglia_3","Slc2a5"
"Zfp6581",0.00779380543332026,0.625845499574121,0.362,0.305,1,"Microglia_3","Zfp658"
"Agpat3",0.00810776428895174,0.569689588638907,0.461,0.438,1,"Microglia_3","Agpat3"
"Rbpj",0.0084762528520475,0.463977547090773,0.279,0.36,1,"Microglia_3","Rbpj"
"Abcc3",0.0093750728686508,0.330588595539533,0.57,0.588,1,"Microglia_3","Abcc3"
"H2-T241",0.00948695740511922,0.445455009428672,0.424,0.405,1,"Microglia_3","H2-T24"
"Lpl",2.08142230818016e-121,4.04957660535861,0.855,0.108,3.96698277716056e-117,"Microglia_4","Lpl"
"Cd9",1.05611285890919e-116,1.527469673714,0.988,0.955,2.01284549779502e-112,"Microglia_4","Cd9"
"Lyz2",5.05145616290953e-112,2.80597030624373,0.928,0.372,9.62757030088927e-108,"Microglia_4","Lyz2"
"Cd52",3.62536702300023e-111,2.64815377314257,0.936,0.492,6.90958700913614e-107,"Microglia_4","Cd52"
"Npc2",1.01659465747422e-103,1.57601745879615,0.988,0.886,1.93752775768012e-99,"Microglia_4","Npc2"
"Gnas",2.14718635681308e-100,1.68014850654764,0.984,0.809,4.09232247745005e-96,"Microglia_4","Gnas"
"Serpine2",1.00752582030901e-98,1.59959015866009,0.978,0.88,1.92024346092693e-94,"Microglia_4","Serpine2"
"Axl",3.85646956051758e-93,3.6476994088491,0.71,0.09,7.35004533539046e-89,"Microglia_4","Axl"
"Gusb",1.01183904439629e-80,1.86622074299405,0.929,0.621,1.92846403471489e-76,"Microglia_4","Gusb"
"Ccl6",5.96359208128009e-80,2.97083501429666,0.838,0.338,1.13660101477117e-75,"Microglia_4","Ccl6"
"Lgals3bp",8.84914520306886e-77,1.97522856052596,0.9,0.547,1.68655858425289e-72,"Microglia_4","Lgals3bp"
"Cadm1",4.404072255996e-74,1.71665589800431,0.883,0.537,8.39372131270278e-70,"Microglia_4","Cadm1"
"Ssr4",4.07197464056682e-73,1.67779466857027,0.924,0.612,7.7607764674563e-69,"Microglia_4","Ssr4"
"Itgax",4.88509924560147e-73,3.97097318396894,0.588,0.073,9.31051065219185e-69,"Microglia_4","Itgax"
"Syngr1",5.63795643686694e-72,1.90235365500033,0.926,0.636,1.07453811730247e-67,"Microglia_4","Syngr1"
"Timp2",1.32386998052505e-68,1.17243113499429,0.962,0.845,2.52316379588269e-64,"Microglia_4","Timp2"
"Sdf4",1.51572469881549e-65,1.39639686384052,0.94,0.73,2.88881970347244e-61,"Microglia_4","Sdf4"
"Trem2",7.29661381403441e-65,1.29419297289961,0.967,0.827,1.39066162681682e-60,"Microglia_4","Trem2"
"Ndufa1",1.34929018702362e-64,2.31065725221695,0.774,0.308,2.57161216744831e-60,"Microglia_4","Ndufa1"
"Sdc3",1.3571342743669e-61,2.25694622112648,0.731,0.248,2.58656221351588e-57,"Microglia_4","Sdc3"
"Ramp1",5.19755772868522e-56,2.29078746303963,0.719,0.248,9.90602527510116e-52,"Microglia_4","Ramp1"
"Cyba",2.47116191789142e-55,1.19135325023849,0.929,0.744,4.70978749930925e-51,"Microglia_4","Cyba"
"Sulf2",2.97382621211323e-52,3.2762371163932,0.519,0.076,5.66781537766661e-48,"Microglia_4","Sulf2"
"Lamp1",5.4077738281831e-51,1.07111631153221,0.95,0.808,1.03066761391342e-46,"Microglia_4","Lamp1"
"Capg",1.2064547163851e-50,2.67987327257328,0.576,0.14,2.29938204395836e-46,"Microglia_4","Capg"
"Rtcb",1.02660767221788e-48,1.47839514717001,0.833,0.487,1.95661156248005e-44,"Microglia_4","Rtcb"
"Kcnj2",3.14014024292694e-48,1.8450460512149,0.712,0.343,5.98479328899445e-44,"Microglia_4","Kcnj2"
"Igf1",4.64062008694663e-48,4.34911349853816,0.419,0.028,8.84455782371158e-44,"Microglia_4","Igf1"
"Gm2a",7.27200359962399e-48,1.14254948870926,0.89,0.666,1.38597116605234e-43,"Microglia_4","Gm2a"
"Lrpap1",1.87528689864852e-47,1.67793318099623,0.812,0.487,3.57410930013422e-43,"Microglia_4","Lrpap1"
"Acaca",2.2918850473848e-47,2.52084572483984,0.541,0.123,4.36810371181068e-43,"Microglia_4","Acaca"
"Egln3",3.09769005286086e-46,3.52381915967254,0.419,0.043,5.90388747174752e-42,"Microglia_4","Egln3"
"Fxyd5",4.00078175652731e-44,3.60158342308678,0.407,0.048,7.6250899497654e-40,"Microglia_4","Fxyd5"
"Etl4",6.43128475887717e-44,3.53181865772091,0.352,0.03,1.2257385621944e-39,"Microglia_4","Etl4"
"Pkm",9.55910800190864e-44,1.58943681421934,0.814,0.486,1.82187039408377e-39,"Microglia_4","Pkm"
"Eef1b2",1.24255376525404e-43,1.19965365568287,0.888,0.63,2.36818322119768e-39,"Microglia_4","Eef1b2"
"Prdx4",1.43061424826065e-43,2.25622496687571,0.643,0.211,2.72660769575997e-39,"Microglia_4","Prdx4"
"Cd74",8.72077398934208e-43,1.90443063157149,0.574,0.146,1.66209231462871e-38,"Microglia_4","Cd74"
"Sdf2l1",8.89565507299626e-43,1.5316367561063,0.824,0.529,1.69542290036236e-38,"Microglia_4","Sdf2l1"
"St8sia6",4.89356536112884e-41,2.28498002805204,0.488,0.122,9.32664622177546e-37,"Microglia_4","St8sia6"
"Sh3bgrl3",1.48618745813378e-40,1.17849776579062,0.926,0.744,2.83252467645717e-36,"Microglia_4","Sh3bgrl3"
"Rabac1",2.10248768305533e-40,1.03197688384896,0.907,0.734,4.00713127513516e-36,"Microglia_4","Rabac1"
"Ppt1",6.57932809270559e-40,1.01095436494224,0.94,0.754,1.25395414118876e-35,"Microglia_4","Ppt1"
"Bsg",1.15386613966504e-38,1.20528690317971,0.816,0.545,2.1991534755876e-34,"Microglia_4","Bsg"
"Fam20c",1.35002618185755e-38,3.07110125741915,0.405,0.062,2.5730149000023e-34,"Microglia_4","Fam20c"
"Slc11a1",1.54569935283374e-38,1.1379201899839,0.845,0.637,2.94594839656583e-34,"Microglia_4","Slc11a1"
"Ndufa2",3.46684179587204e-38,1.4373739924608,0.738,0.413,6.60745377875253e-34,"Microglia_4","Ndufa2"
"Glmp",3.17360883542304e-37,1.22521821963153,0.853,0.627,6.04858107943276e-33,"Microglia_4","Glmp"
"Ndufa13",4.25785953443816e-37,1.25795875895196,0.736,0.42,8.11505448668569e-33,"Microglia_4","Ndufa13"
"Glb1",9.83063457155115e-37,1.77168995131476,0.662,0.276,1.87362064299193e-32,"Microglia_4","Glb1"
"Rack1",9.86321100593204e-37,1.15429685350439,0.866,0.641,1.87982938562059e-32,"Microglia_4","Rack1"
"Itm2c",1.30879211891419e-36,0.664852698866496,0.976,0.941,2.49442689943856e-32,"Microglia_4","Itm2c"
"Nceh1",2.63301050116821e-36,2.64660191885728,0.433,0.083,5.01825471417649e-32,"Microglia_4","Nceh1"
"Ctsh",2.76994793918416e-36,0.78656948966593,0.959,0.906,5.27924377729108e-32,"Microglia_4","Ctsh"
"Psat1",4.38705697612173e-36,2.34917102738014,0.498,0.13,8.36129189079041e-32,"Microglia_4","Psat1"
"Fuca1",6.01288720862295e-36,1.3130769780726,0.805,0.508,1.14599617309145e-31,"Microglia_4","Fuca1"
"Il4i1",3.256430087932e-35,2.58650890604067,0.421,0.106,6.20643010458959e-31,"Microglia_4","Il4i1"
"St14",8.77226326513573e-35,2.27198317701393,0.431,0.11,1.67190565570222e-30,"Microglia_4","St14"
"Adssl1",1.08611418613723e-34,2.3961148232936,0.469,0.118,2.07002502735895e-30,"Microglia_4","Adssl1"
"Ptchd1",3.46543714639966e-34,2.52105926731589,0.395,0.069,6.60477665732311e-30,"Microglia_4","Ptchd1"
"Nenf",6.66183889464241e-34,1.7346563586416,0.628,0.25,1.2696798749299e-29,"Microglia_4","Nenf"
"Naglu",1.98468264823298e-33,1.3130231383008,0.755,0.503,3.78260665926724e-29,"Microglia_4","Naglu"
"Cstb",7.66242816472991e-33,1.58821350388665,0.653,0.309,1.46038218391587e-28,"Microglia_4","Cstb"
"Bhlhe40",1.53245355550459e-32,4.00970330095408,0.29,0.023,2.92070323143619e-28,"Microglia_4","Bhlhe40"
"Serf2",1.72387948747988e-32,1.15781432843447,0.776,0.503,3.2855419151879e-28,"Microglia_4","Serf2"
"Bst2",1.94938232660835e-32,1.44284006487875,0.755,0.477,3.71532777628286e-28,"Microglia_4","Bst2"
"Pfdn5",3.40962921693859e-32,1.25478283683012,0.769,0.46,6.49841232456326e-28,"Microglia_4","Pfdn5"
"Gabarap",8.16441992983881e-32,1.05750800298103,0.817,0.573,1.55605679442798e-27,"Microglia_4","Gabarap"
"Chst2",1.23750753651977e-31,3.15581356388853,0.334,0.049,2.35856561385303e-27,"Microglia_4","Chst2"
"Atp1a3",1.32094103362618e-31,3.17540616881619,0.329,0.045,2.51758151598813e-27,"Microglia_4","Atp1a3"
"Hif1a",1.47383891724081e-31,1.71354867229683,0.647,0.329,2.80898959236925e-27,"Microglia_4","Hif1a"
"Vkorc1",1.50070236364233e-31,1.38266467484988,0.729,0.409,2.86018863486591e-27,"Microglia_4","Vkorc1"
"Myo1e",3.22240025902052e-31,2.30182899364618,0.478,0.127,6.14157265366721e-27,"Microglia_4","Myo1e"
"Gpi1",5.2675708739282e-31,1.50146074334259,0.684,0.339,1.00394633286198e-26,"Microglia_4","Gpi1"
"Ifnar2",6.91295457054758e-31,0.889233849275543,0.879,0.69,1.31754001160066e-26,"Microglia_4","Ifnar2"
"Myo5a",7.35077476715711e-31,2.30676386184521,0.453,0.117,1.40098416287247e-26,"Microglia_4","Myo5a"
"Crlf2",1.16743501303555e-30,1.65307662649953,0.591,0.262,2.22501439134446e-26,"Microglia_4","Crlf2"
"Lilrb4a",2.0223027834207e-29,2.60089786575187,0.314,0.046,3.85430687492151e-25,"Microglia_4","Lilrb4a"
"Cybb",2.31302192781681e-29,3.55957980000196,0.257,0.024,4.40838849222605e-25,"Microglia_4","Cybb"
"Mif",3.63912998554514e-29,2.16986008137408,0.51,0.155,6.93581783945047e-25,"Microglia_4","Mif"
"Man2b2",3.56634926789132e-28,0.928510747782734,0.862,0.712,6.79710506967406e-24,"Microglia_4","Man2b2"
"Anxa3",4.56552568239085e-28,0.549318348371628,0.984,0.955,8.70143539806872e-24,"Microglia_4","Anxa3"
"Fkbp2",5.5793971574373e-28,1.1105475728389,0.771,0.519,1.06337730423598e-23,"Microglia_4","Fkbp2"
"Vat1",6.87670904059753e-28,2.33144010852354,0.367,0.098,1.31063197604748e-23,"Microglia_4","Vat1"
"Plbd2",1.439277054673e-27,1.25785138612798,0.722,0.421,2.74311813850127e-23,"Microglia_4","Plbd2"
"Crip1",1.97058636633309e-27,2.76398136484079,0.297,0.047,3.75574055559424e-23,"Microglia_4","Crip1"
"Dnajb14",5.1794664454762e-27,1.5100011484606,0.553,0.231,9.87154509843309e-23,"Microglia_4","Dnajb14"
"Usp12",6.1657879364316e-27,1.30053518240851,0.693,0.419,1.1751375228045e-22,"Microglia_4","Usp12"
"Ppib",7.31584273075147e-27,0.838332110027874,0.866,0.697,1.39432646605392e-22,"Microglia_4","Ppib"
"Ergic3",8.59935801514918e-27,1.33415143626892,0.738,0.43,1.63895164410728e-22,"Microglia_4","Ergic3"
"Ddost",3.12080479278547e-26,0.804542875677284,0.847,0.667,5.94794185456982e-22,"Microglia_4","Ddost"
"Ephx1",6.96021738204057e-26,2.34804512654311,0.4,0.119,1.32654783084311e-21,"Microglia_4","Ephx1"
"Xylt1",8.90398554101246e-26,2.60654286100176,0.298,0.051,1.69701060426156e-21,"Microglia_4","Xylt1"
"Tspo",1.17397061384568e-25,1.6222912007984,0.493,0.218,2.23747059292847e-21,"Microglia_4","Tspo"
"Olfr111",1.97124959004922e-25,2.69110744461009,0.276,0.041,3.75700459367481e-21,"Microglia_4","Olfr111"
"Atp6v1f",2.42174696061886e-25,1.08911970719844,0.803,0.552,4.61560753224349e-21,"Microglia_4","Atp6v1f"
"Gpr65",2.93056644219306e-25,1.84079344225724,0.378,0.096,5.58536658217576e-21,"Microglia_4","Gpr65"
"Atxn10",9.78484665249676e-25,0.937225784370834,0.748,0.504,1.86489392349936e-20,"Microglia_4","Atxn10"
"Tmem160",2.04272319282209e-24,1.62305470722504,0.488,0.203,3.89322613319962e-20,"Microglia_4","Tmem160"
"Ly9",5.8724213408052e-24,2.07536954723686,0.386,0.125,1.11922478334406e-19,"Microglia_4","Ly9"
"Elob",1.20970739783658e-23,1.16121362487434,0.719,0.44,2.30558132953674e-19,"Microglia_4","Elob"
"Rnasek",2.01234746556043e-23,0.903608804922671,0.807,0.593,3.83533303461162e-19,"Microglia_4","Rnasek"
"Dpp7",3.39399098672758e-23,1.91751688955748,0.448,0.141,6.4686074216041e-19,"Microglia_4","Dpp7"
"Bola2",8.91006903178207e-23,1.64190474167714,0.5,0.195,1.69817005676735e-18,"Microglia_4","Bola2"
"Ndufa3",9.35055275890243e-23,1.21763814002646,0.64,0.363,1.78212185031921e-18,"Microglia_4","Ndufa3"
"Milr1",1.58206897857226e-22,1.93701323131754,0.429,0.134,3.01526526626087e-18,"Microglia_4","Milr1"
"Atp5j2",3.63927197316573e-22,1.27245253287568,0.597,0.324,6.93608845365656e-18,"Microglia_4","Atp5j2"
"Cnpy2",3.88079742006338e-22,1.13626109098083,0.655,0.397,7.3964118028988e-18,"Microglia_4","Cnpy2"
"Asb10",4.71070556535347e-22,2.38709928083974,0.297,0.064,8.97813373700717e-18,"Microglia_4","Asb10"
"Olfr110",4.98584739276507e-22,2.57635155247083,0.26,0.043,9.50252654587094e-18,"Microglia_4","Olfr110"
"Lat2",6.92515823459013e-22,1.11321247795484,0.755,0.497,1.31986590793053e-17,"Microglia_4","Lat2"
"Tbca",7.48954907348262e-22,1.09139965113493,0.664,0.425,1.42743315791505e-17,"Microglia_4","Tbca"
"Atp6v1b2",1.04148368519953e-21,0.908085904767526,0.759,0.535,1.98496375562178e-17,"Microglia_4","Atp6v1b2"
"Brk1",2.24370749381066e-21,0.616632155996816,0.859,0.731,4.27628211245374e-17,"Microglia_4","Brk1"
"Slamf9",2.67830286452558e-21,1.42497845477616,0.514,0.238,5.10457742949931e-17,"Microglia_4","Slamf9"
"Bag1",3.62319798774448e-21,0.993594376427393,0.764,0.515,6.9054530448422e-17,"Microglia_4","Bag1"
"Fis1",7.38274421444307e-21,0.911209864033279,0.728,0.492,1.4070772198307e-16,"Microglia_4","Fis1"
"Csf1",9.66128702229351e-21,1.12710379952522,0.559,0.234,1.84134469357892e-16,"Microglia_4","Csf1"
"Tpi1",1.02936338748478e-20,1.7763634856377,0.51,0.216,1.96186368020725e-16,"Microglia_4","Tpi1"
"Ldha",1.54139633029417e-20,1.2399672534929,0.626,0.376,2.93774726590765e-16,"Microglia_4","Ldha"
"Spcs1",2.18494575453899e-20,0.970019219646972,0.705,0.48,4.16428811357586e-16,"Microglia_4","Spcs1"
"Gng5",2.40688186099236e-20,1.30075023521117,0.514,0.264,4.58727613886533e-16,"Microglia_4","Gng5"
"Dhrs3",3.99032447752327e-20,0.756687745727992,0.874,0.731,7.6051594217116e-16,"Microglia_4","Dhrs3"
"Cxcl16",5.49131272163534e-20,1.3969373016317,0.6,0.319,1.04658929161648e-15,"Microglia_4","Cxcl16"
"Plaur",5.51415139571685e-20,1.45235337852364,0.407,0.141,1.05094211450967e-15,"Microglia_4","Plaur"
"Plin2",5.67595948980596e-20,1.66855545079089,0.419,0.156,1.08178111916212e-15,"Microglia_4","Plin2"
"Npm1",6.60884765911051e-20,1.0517936903528,0.633,0.402,1.25958027534987e-15,"Microglia_4","Npm1"
"Soat1",8.04906638763424e-20,1.2367633313926,0.607,0.331,1.53407156281921e-15,"Microglia_4","Soat1"
"Siglecf",8.29187282977339e-20,1.93845008962971,0.391,0.149,1.58034804262651e-15,"Microglia_4","Siglecf"
"Tmem256",8.744720623595e-20,1.29736409020461,0.564,0.295,1.66665630365097e-15,"Microglia_4","Tmem256"
"Ndufb1-ps",1.22293105418981e-19,1.22612024030398,0.521,0.255,2.33078429618037e-15,"Microglia_4","Ndufb1-ps"
"Gba",1.44924213111604e-19,1.22300255992187,0.622,0.34,2.76211057769407e-15,"Microglia_4","Gba"
"Eif3k",1.92926315467256e-19,1.08196294296338,0.703,0.447,3.67698264649043e-15,"Microglia_4","Eif3k"
"Cox17",3.06116340082705e-19,0.935834291272925,0.534,0.307,5.83427132563628e-15,"Microglia_4","Cox17"
"Gsto1",6.72439558226253e-19,1.57739610259003,0.498,0.219,1.28160255402342e-14,"Microglia_4","Gsto1"
"Apbb2",9.25917589450197e-19,1.57669599897857,0.414,0.155,1.76470633373313e-14,"Microglia_4","Apbb2"
"Nedd8",9.78296984665093e-19,0.867773764939154,0.65,0.439,1.8645362230732e-14,"Microglia_4","Nedd8"
"H2-Ab1",1.58599000300948e-18,1.72312298153774,0.269,0.064,3.02273834673577e-14,"Microglia_4","H2-Ab1"
"Adap1",1.65149761397697e-18,1.50981746884902,0.434,0.159,3.14758930247871e-14,"Microglia_4","Adap1"
"Ggh",1.65507115864367e-18,1.56892409841178,0.445,0.179,3.15440012125896e-14,"Microglia_4","Ggh"
"Cd48",2.05203305038108e-18,1.2673363941337,0.6,0.338,3.91096979072129e-14,"Microglia_4","Cd48"
"Nrp1",2.12707585240024e-18,1.06203030010705,0.657,0.407,4.05399386708961e-14,"Microglia_4","Nrp1"
"Ndufa6",3.15738362157666e-18,0.920950239987916,0.666,0.44,6.01765744436297e-14,"Microglia_4","Ndufa6"
"Scpep1",3.24537935776847e-18,0.935495899519786,0.717,0.477,6.18536851797094e-14,"Microglia_4","Scpep1"
"Hacd2",3.43182744007099e-18,1.37733697777351,0.309,0.113,6.54071991803129e-14,"Microglia_4","Hacd2"
"Tmem176a",3.61697351300381e-18,1.02970557828481,0.686,0.447,6.89358981843396e-14,"Microglia_4","Tmem176a"
"Tomm7",5.56951820232781e-18,1.30539778105077,0.483,0.225,1.06149447418166e-13,"Microglia_4","Tomm7"
"Cd274",6.43514324229969e-18,1.42170268585543,0.262,0.093,1.2264739505499e-13,"Microglia_4","Cd274"
"Igbp1",9.85062038856587e-18,0.882645141376682,0.588,0.392,1.87742973985677e-13,"Microglia_4","Igbp1"
"H2-DMa",1.02509948668791e-17,0.993158889076608,0.641,0.419,1.9537371116785e-13,"Microglia_4","H2-DMa"
"Rftn1",1.04018805062483e-17,2.09529152611559,0.274,0.068,1.98249440568585e-13,"Microglia_4","Rftn1"
"Tent5c",1.36117907594639e-17,0.774951276040532,0.767,0.567,2.59427120084623e-13,"Microglia_4","Tent5c"
"Cox4i1",1.5441678655899e-17,1.1898447960858,0.543,0.27,2.94302953502779e-13,"Microglia_4","Cox4i1"
"Cox8a",1.84408871923151e-17,1.10528588372765,0.609,0.37,3.51464868998333e-13,"Microglia_4","Cox8a"
"Eif3f",1.96843247089722e-17,0.927204012871953,0.741,0.508,3.75163544628302e-13,"Microglia_4","Eif3f"
"Ndufb9",2.54729421844923e-17,1.08258727003257,0.529,0.29,4.85488805094239e-13,"Microglia_4","Ndufb9"
"Naca",2.80887924491325e-17,0.850062044770607,0.752,0.536,5.35344295288016e-13,"Microglia_4","Naca"
"Fundc2",5.26442274041768e-17,1.52909209941324,0.374,0.145,1.00334633009621e-12,"Microglia_4","Fundc2"
"Cox7c",5.34373884572751e-17,0.908634866263368,0.536,0.333,1.01846318660721e-12,"Microglia_4","Cox7c"
"Cox7b",6.78274963478708e-17,0.990042628926043,0.569,0.327,1.29272425289407e-12,"Microglia_4","Cox7b"
"Tle5",6.95235119528392e-17,0.951978832466952,0.51,0.315,1.32504861430916e-12,"Microglia_4","Tle5"
"Tmsb10",7.27128417494356e-17,1.35345981381901,0.436,0.217,1.38583405090249e-12,"Microglia_4","Tmsb10"
"BC028528",7.29360091424652e-17,1.2210161434184,0.479,0.219,1.39008739824624e-12,"Microglia_4","BC028528"
"Tomm6",1.00421537104233e-16,1.33937712025828,0.453,0.231,1.91393407566958e-12,"Microglia_4","Tomm6"
"Mydgf",1.02297529111067e-16,0.822833577527944,0.616,0.402,1.94968860732783e-12,"Microglia_4","Mydgf"
"Mfsd12",1.18016390883342e-16,1.23390340703358,0.428,0.205,2.24927439384561e-12,"Microglia_4","Mfsd12"
"Lsp1",1.24270281851347e-16,1.33380058550472,0.448,0.22,2.36846730180482e-12,"Microglia_4","Lsp1"
"Dad1",1.37619187805143e-16,0.824805665283547,0.702,0.486,2.62288410037822e-12,"Microglia_4","Dad1"
"Anapc13",1.39158748666094e-16,1.16112770209016,0.519,0.276,2.65222659082708e-12,"Microglia_4","Anapc13"
"Fgf13",3.8537306201231e-16,2.0125008767494,0.303,0.086,7.34482518889261e-12,"Microglia_4","Fgf13"
"Fam162a",6.16051187442055e-16,1.57366552740139,0.343,0.13,1.17413195814581e-11,"Microglia_4","Fam162a"
"Adipor1",7.8101944867532e-16,0.652474307804,0.864,0.73,1.48854496723029e-11,"Microglia_4","Adipor1"
"Shisa5",9.64378157302316e-16,0.77601274305017,0.71,0.51,1.83800833000248e-11,"Microglia_4","Shisa5"
"Atp1a1",9.7683498992812e-16,0.666096710279904,0.774,0.589,1.861749807304e-11,"Microglia_4","Atp1a1"
"Ndufb11",1.08890607639366e-15,0.785305620482466,0.56,0.346,2.07534609099868e-11,"Microglia_4","Ndufb11"
"Os9",1.26243381622618e-15,0.912273072643171,0.657,0.447,2.40607261034548e-11,"Microglia_4","Os9"
"H2-D1",1.53599003526982e-15,1.14359174742507,0.491,0.267,2.92744340822074e-11,"Microglia_4","H2-D1"
"Cd84",1.77806706223524e-15,0.587481117834997,0.866,0.807,3.38881801391414e-11,"Microglia_4","Cd84"
"Ndufb10",1.84730047961442e-15,0.981500050512594,0.593,0.356,3.52076998409712e-11,"Microglia_4","Ndufb10"
"Hcar2",1.858552432148e-15,1.63613500716541,0.303,0.095,3.54221508043087e-11,"Microglia_4","Hcar2"
"Wdr83os",1.99343774133721e-15,0.876262542801437,0.684,0.478,3.79929299121458e-11,"Microglia_4","Wdr83os"
"P2rx4",2.56893279889917e-15,0.941712736023203,0.562,0.347,4.89612902142192e-11,"Microglia_4","P2rx4"
"Gtf3c4",3.05343072445425e-15,1.36033602793013,0.478,0.245,5.81953361773736e-11,"Microglia_4","Gtf3c4"
"Rpn2",3.36973569363009e-15,0.896388332907015,0.745,0.534,6.4223792584896e-11,"Microglia_4","Rpn2"
"Txn2",3.44186187847321e-15,1.08349284691578,0.441,0.25,6.55984455418209e-11,"Microglia_4","Txn2"
"Use1",4.01402911752918e-15,0.825316471370658,0.64,0.439,7.65033809509887e-11,"Microglia_4","Use1"
"Atp6v1c1",4.08486385168799e-15,0.818011017999693,0.731,0.527,7.78534201493214e-11,"Microglia_4","Atp6v1c1"
"Lamtor2",4.86314677568601e-15,1.18656948356497,0.524,0.278,9.26867143977997e-11,"Microglia_4","Lamtor2"
"Cox6a1",4.96251796949199e-15,1.15718841572714,0.441,0.228,9.45806299805479e-11,"Microglia_4","Cox6a1"
"Ppia",5.43759019585953e-15,1.04221723349342,0.588,0.346,1.03635031542887e-10,"Microglia_4","Ppia"
"Bri3bp",5.48498405504979e-15,1.66071695414032,0.312,0.107,1.04538311105194e-10,"Microglia_4","Bri3bp"
"Timm8b",6.58495825639734e-15,1.14398489984459,0.343,0.168,1.25502719408677e-10,"Microglia_4","Timm8b"
"Nsa2",7.30527580783441e-15,0.992468217698068,0.448,0.244,1.39231251621516e-10,"Microglia_4","Nsa2"
"Ybx1",8.60460948835182e-15,1.0556968799236,0.526,0.285,1.63995252238497e-10,"Microglia_4","Ybx1"
"Uqcr11",1.07102382011758e-14,1.26476406987592,0.443,0.216,2.04126429876209e-10,"Microglia_4","Uqcr11"
"Tma7",1.3520680254224e-14,0.868240447063563,0.643,0.419,2.57690644965256e-10,"Microglia_4","Tma7"
"Micos10",1.69899661093362e-14,1.12761987588766,0.507,0.278,3.23811764077838e-10,"Microglia_4","Micos10"
"Ndufc1",2.55916310079598e-14,1.30666202029655,0.357,0.156,4.87750895380706e-10,"Microglia_4","Ndufc1"
"Grina",2.86664573916774e-14,0.550846519345114,0.814,0.672,5.4635401142798e-10,"Microglia_4","Grina"
"Uqcr10",3.59379563928635e-14,1.57348618461543,0.29,0.11,6.84941510891586e-10,"Microglia_4","Uqcr10"
